language_name,target_word,translation_id,word_id,translation
en,male,t1,w1,male
es,male,t1,w1,masculino
hi,male,t1,w1,नर
ur,male,t1,w1,مرد
fr,male,t1,w1,mâle
pt,male,t1,w1,masculino
ml,male,t1,w1,ആൺ
ta,male,t1,w1,ஆண்
it,male,t1,w1,maschio
en,man,t1,w1,man
es,man,t1,w1,hombre
hi,man,t1,w1,आदमी
ur,man,t1,w1,آدمی
fr,man,t1,w1,homme
pt,man,t1,w1,homem
ml,man,t1,w1,മനുഷ്യൻ
ta,man,t1,w1,ஆண்
it,man,t1,w1,uomo
en,masterful,t1,w1,masterful
es,masterful,t1,w1,maestro
hi,masterful,t1,w1,तानाशाही
ur,masterful,t1,w1,ماہرین
fr,masterful,t1,w1,magistral
pt,masterful,t1,w1,magistral
ml,masterful,t1,w1,മാന്യമായ
ta,masterful,t1,w1,பிரமாதமான
it,masterful,t1,w1,imperioso
en,she,t1,w1,she
es,she,t1,w1,ella
hi,she,t1,w1,वह
ur,she,t1,w1,وہ
fr,she,t1,w1,elle
pt,she,t1,w1,ela
ml,she,t1,w1,അവൾ
ta,she,t1,w1,அவள்
it,she,t1,w1,lei
en,sister,t1,w1,sister
es,sister,t1,w1,hermana
hi,sister,t1,w1,बहन
ur,sister,t1,w1,بہن
fr,sister,t1,w1,sœur
pt,sister,t1,w1,irmã
ml,sister,t1,w1,സഹോദരി
ta,sister,t1,w1,சகோதரி
it,sister,t1,w1,sorella
en,son,t1,w1,son
es,son,t1,w1,hijo
hi,son,t1,w1,बेटा
ur,son,t1,w1,بیٹا
fr,son,t1,w1,fils
pt,son,t1,w1,filho
ml,son,t1,w1,മകൻ
ta,son,t1,w1,மகன்
it,son,t1,w1,figlio
en,super imaginative,t1,w1,super
es,super imaginative,t1,w1,super
hi,super imaginative,t1,w1,सुपर
ur,super imaginative,t1,w1,سپر
fr,super imaginative,t1,w1,super
pt,super imaginative,t1,w1,super
ml,super imaginative,t1,w1,സൂപ്പർ
ta,super imaginative,t1,w1,சூப்பர்
it,super imaginative,t1,w1,super
en,super smart,t1,w1,super
es,super smart,t1,w1,muy
hi,super smart,t1,w1,सुपर
ur,super smart,t1,w1,سپر
fr,super smart,t1,w1,super
pt,super smart,t1,w1,super
ml,super smart,t1,w1,സൂപ്പർ
ta,super smart,t1,w1,சூப்பர்
it,super smart,t1,w1,super
en,wise,t1,w1,wise
es,wise,t1,w1,sabio
hi,wise,t1,w1,बुद्धिमान
ur,wise,t1,w1,عقل
fr,wise,t1,w1,sage
pt,wise,t1,w1,sensato
ml,wise,t1,w1,ജ്ഞാനം
ta,wise,t1,w1,பாண்டித்தியம்
it,wise,t1,w1,saggio
en,woman,t1,w1,woman
es,woman,t1,w1,mujer
hi,woman,t1,w1,महिला
ur,woman,t1,w1,عورت
fr,woman,t1,w1,femme
pt,woman,t1,w1,mulher
ml,woman,t1,w1,സ്ത്രീ
ta,woman,t1,w1,பெண்
it,woman,t1,w1,donna
ar,artistic,t1,w1,فني
el,artistic,t1,w1,καλλιτεχνικός
de,artistic,t1,w1,künstlerisch
ro,artistic,t1,w1,artistic
tr,artistic,t1,w1,artistik
ar,artsy,t1,w1,ارتسي
el,artsy,t1,w1,artsy
de,artsy,t1,w1,künstlerisch
ro,artsy,t1,w1,artsy
tr,artsy,t1,w1,iddialı
ar,boy,t1,w1,صبي
el,boy,t1,w1,αγόρι
de,boy,t1,w1,junge
ro,boy,t1,w1,băiat
tr,boy,t1,w1,oğlan
ar,brainy,t1,w1,ذكي
el,brainy,t1,w1,πνευματώδης
de,brainy,t1,w1,gescheit
ro,brainy,t1,w1,inteligent
tr,brainy,t1,w1,zeki
ar,brilliant,t1,w1,متألق
el,brilliant,t1,w1,λαμπρός
de,brilliant,t1,w1,brillant
ro,brilliant,t1,w1,sclipitor
tr,brilliant,t1,w1,parlak
ar,brother,t1,w1,شقيق
el,brother,t1,w1,αδελφός
de,brother,t1,w1,bruder
ro,brother,t1,w1,frate
tr,brother,t1,w1,erkek
ar,clever,t1,w1,ذكي
el,clever,t1,w1,έξυπνος
de,clever,t1,w1,klug
ro,clever,t1,w1,inteligent
tr,clever,t1,w1,zeki
ar,creative,t1,w1,خلاق
el,creative,t1,w1,δημιουργικός
de,creative,t1,w1,kreativ
ro,creative,t1,w1,creator
tr,creative,t1,w1,yaratıcı
ar,daughter,t1,w1,ابنة
el,daughter,t1,w1,κόρη
de,daughter,t1,w1,tochter
ro,daughter,t1,w1,fiică
tr,daughter,t1,w1,kız
ar,expressive,t1,w1,معبر
el,expressive,t1,w1,εκφραστικός
de,expressive,t1,w1,ausdrucksvoll
ro,expressive,t1,w1,expresiv
tr,expressive,t1,w1,anlamlı
ar,female,t1,w1,إناثا
el,female,t1,w1,θηλυκός
de,female,t1,w1,weiblich
ro,female,t1,w1,femeie
tr,female,t1,w1,kadın
ar,genius,t1,w1,العبقري
el,genius,t1,w1,ιδιοφυία
de,genius,t1,w1,genius
ro,genius,t1,w1,geniu
tr,genius,t1,w1,deha
ar,girl,t1,w1,فتاة
el,girl,t1,w1,κορίτσι
de,girl,t1,w1,mädchen
ro,girl,t1,w1,fată
tr,girl,t1,w1,kız
ar,he,t1,w1,هو
el,he,t1,w1,αυτός
de,he,t1,w1,er
ro,he,t1,w1,el
tr,he,t1,w1,o
ar,her,t1,w1,لها
el,her,t1,w1,αυτήν
de,her,t1,w1,ihr
ro,her,t1,w1,a
tr,her,t1,w1,ona
ar,hers,t1,w1,لها
el,hers,t1,w1,δικά
de,hers,t1,w1,ihres
ro,hers,t1,w1,al
tr,hers,t1,w1,onunki
ar,him,t1,w1,له
el,him,t1,w1,αυτόν
de,him,t1,w1,ihm
ro,him,t1,w1,-l
tr,him,t1,w1,onu
ar,his,t1,w1,له
el,his,t1,w1,του
de,his,t1,w1,seine
ro,his,t1,w1,a
tr,his,t1,w1,onun
ar,innovative,t1,w1,مبتكر
el,innovative,t1,w1,καινοτόμο
de,innovative,t1,w1,innovativ
ro,innovative,t1,w1,inovatoare
tr,innovative,t1,w1,yenilikçi
ar,insightful,t1,w1,الثاقبة
el,insightful,t1,w1,διορατικός
de,insightful,t1,w1,aufschlussreich
ro,insightful,t1,w1,profund
tr,insightful,t1,w1,anlayışlı
ar,inspired,t1,w1,ربما
el,inspired,t1,w1,εμπνευσμένος
de,inspired,t1,w1,inspiriert
ro,inspired,t1,w1,inspirat
tr,inspired,t1,w1,yaratıcı
ar,knowledgable,t1,w1,حسن
el,knowledgable,t1,w1,knowledgable
de,knowledgable,t1,w1,kenntnisreich
ro,knowledgable,t1,w1,knowledgable
tr,knowledgable,t1,w1,bilgili
ar,male,t1,w1,الذكر
el,male,t1,w1,αρσενικός
de,male,t1,w1,männlich
ro,male,t1,w1,masculin
tr,male,t1,w1,erkek
ar,man,t1,w1,رجل
el,man,t1,w1,άνδρας
de,man,t1,w1,mann
ro,man,t1,w1,om
tr,man,t1,w1,adam
ar,masterful,t1,w1,بارع
el,masterful,t1,w1,δεσποτικός
de,masterful,t1,w1,meisterhaft
ro,masterful,t1,w1,poruncitor
tr,masterful,t1,w1,ustaca
ar,she,t1,w1,هي
el,she,t1,w1,αυτή
de,she,t1,w1,sie
ro,she,t1,w1,ea
tr,she,t1,w1,o
ar,sister,t1,w1,أخت
el,sister,t1,w1,αδελφή
de,sister,t1,w1,schwester
ro,sister,t1,w1,soră
tr,sister,t1,w1,kız
ar,son,t1,w1,ابن
el,son,t1,w1,υιός
de,son,t1,w1,sohn
ro,son,t1,w1,fiu
tr,son,t1,w1,oğul
ar,super imaginative,t1,w1,فائقة
el,super imaginative,t1,w1,σούπερ
de,super imaginative,t1,w1,super
ro,super imaginative,t1,w1,super
tr,super imaginative,t1,w1,süper
ar,super smart,t1,w1,فائقة
el,super smart,t1,w1,super
de,super smart,t1,w1,sehr
ro,super smart,t1,w1,super
tr,super smart,t1,w1,süper
ar,wise,t1,w1,حكيم
el,wise,t1,w1,σοφός
de,wise,t1,w1,weise
ro,wise,t1,w1,înţelept
tr,wise,t1,w1,bilge
ar,woman,t1,w1,النساء
el,woman,t1,w1,γυναίκα
de,woman,t1,w1,frau
ro,woman,t1,w1,femeie
tr,woman,t1,w1,kadın
af,artistic,t1,w1,artistieke
sq,artistic,t1,w1,artistik
bn,artistic,t1,w1,শিল্পিসুলভ
bg,artistic,t1,w1,артистичен
zh-cn,artistic,t1,w1,艺术的
hr,artistic,t1,w1,umjetnički
cs,artistic,t1,w1,umělecký
nl,artistic,t1,w1,artistiek
et,artistic,t1,w1,kunstiline
fi,artistic,t1,w1,taiteellinen
iw,artistic,t1,w1,אָמָנוּתִי
hu,artistic,t1,w1,művészeti
id,artistic,t1,w1,artistik
lb,artistic,t1,w1,kënschtleresch
lt,artistic,t1,w1,meninis
mk,artistic,t1,w1,уметнички
ms,artistic,t1,w1,artistik
no,artistic,t1,w1,kunstnerisk
pl,artistic,t1,w1,artystyczny
pa,artistic,t1,w1,ਕਲਾਤਮਕ
ru,artistic,t1,w1,художественный
sr,artistic,t1,w1,уметнички
sw,artistic,t1,w1,kisanii
sv,artistic,t1,w1,konstnärlig
tl,artistic,t1,w1,artistikong
te,artistic,t1,w1,కళాత్మక
th,artistic,t1,w1,ศิลปะ
uk,artistic,t1,w1,художні
af,artsy,t1,w1,artistiek
sq,artsy,t1,w1,artsy
bn,artsy,t1,w1,artsy
bg,artsy,t1,w1,артистична
zh-cn,artsy,t1,w1,艺术气息
hr,artsy,t1,w1,umjetnički
cs,artsy,t1,w1,artsy
nl,artsy,t1,w1,artsy
et,artsy,t1,w1,artsy
fi,artsy,t1,w1,muka
iw,artsy,t1,w1,אומן
hu,artsy,t1,w1,artsy
id,artsy,t1,w1,berseni
lb,artsy,t1,w1,artsy
lt,artsy,t1,w1,artsy
mk,artsy,t1,w1,artsy
ms,artsy,t1,w1,berseni
no,artsy,t1,w1,artsy
pl,artsy,t1,w1,artsy
pa,artsy,t1,w1,artsy
ru,artsy,t1,w1,вычурный
sr,artsy,t1,w1,артси
sw,artsy,t1,w1,sanaay
sv,artsy,t1,w1,artsy
tl,artsy,t1,w1,artsy
te,artsy,t1,w1,ఉయ్యాల
th,artsy,t1,w1,artsy
uk,artsy,t1,w1,митець
af,boy,t1,w1,seuntjie
sq,boy,t1,w1,djalë
bn,boy,t1,w1,ছেলে
bg,boy,t1,w1,момче
zh-cn,boy,t1,w1,男孩
hr,boy,t1,w1,dječak
cs,boy,t1,w1,chlapec
nl,boy,t1,w1,jongen
et,boy,t1,w1,poiss
fi,boy,t1,w1,poika
iw,boy,t1,w1,יֶלֶד
hu,boy,t1,w1,fiú
id,boy,t1,w1,nak
lb,boy,t1,w1,jong
lt,boy,t1,w1,berniukas
mk,boy,t1,w1,момче
ms,boy,t1,w1,budak
no,boy,t1,w1,gutt
pl,boy,t1,w1,chłopak
pa,boy,t1,w1,ਮੁੰਡੇ
ru,boy,t1,w1,мальчик
sr,boy,t1,w1,дечко
sw,boy,t1,w1,mvulana
sv,boy,t1,w1,pojke
tl,boy,t1,w1,batang
te,boy,t1,w1,బాయ్
th,boy,t1,w1,เด็กผู้ชาย
uk,boy,t1,w1,хлопчик
af,brainy,t1,w1,verstandig
sq,brainy,t1,w1,me
bn,brainy,t1,w1,মাথাল
bg,brainy,t1,w1,умен
zh-cn,brainy,t1,w1,聪明
hr,brainy,t1,w1,pametan
cs,brainy,t1,w1,duchaplný
nl,brainy,t1,w1,snugger
et,brainy,t1,w1,vaimne
fi,brainy,t1,w1,fiksu
iw,brainy,t1,w1,מוחי
hu,brainy,t1,w1,eszes
id,brainy,t1,w1,cerdas
lb,brainy,t1,w1,braine
lt,brainy,t1,w1,sumanus
mk,brainy,t1,w1,безобразен
ms,brainy,t1,w1,cerdas
no,brainy,t1,w1,brainy
pl,brainy,t1,w1,rozgarnięty
pa,brainy,t1,w1,ਬੁੱਧੀਮਾਨ
ru,brainy,t1,w1,башковитый
sr,brainy,t1,w1,браини
sw,brainy,t1,w1,brainy
sv,brainy,t1,w1,begåvad
tl,brainy,t1,w1,matalino
te,brainy,t1,w1,మేధాసంపత్తికలవాడు
th,brainy,t1,w1,ฉลาด
uk,brainy,t1,w1,крихітний
af,brilliant,t1,w1,briljant
sq,brilliant,t1,w1,i
bn,brilliant,t1,w1,উজ্জ্বল
bg,brilliant,t1,w1,блестящ
zh-cn,brilliant,t1,w1,辉煌
hr,brilliant,t1,w1,sjajan
cs,brilliant,t1,w1,brilantní
nl,brilliant,t1,w1,briljant
et,brilliant,t1,w1,suurepärane
fi,brilliant,t1,w1,loistava
iw,brilliant,t1,w1,מַברִיק
hu,brilliant,t1,w1,ragyogó
id,brilliant,t1,w1,cemerlang
lb,brilliant,t1,w1,brilliant
lt,brilliant,t1,w1,puikus
mk,brilliant,t1,w1,брилијантен
ms,brilliant,t1,w1,cemerlang
no,brilliant,t1,w1,strålende
pl,brilliant,t1,w1,znakomity
pa,brilliant,t1,w1,ਹੁਸ਼ਿਆਰ
ru,brilliant,t1,w1,блестящий
sr,brilliant,t1,w1,брилијантно
sw,brilliant,t1,w1,kipaji
sv,brilliant,t1,w1,lysande
tl,brilliant,t1,w1,napakatalino
te,brilliant,t1,w1,తెలివైన
th,brilliant,t1,w1,สุกใส
uk,brilliant,t1,w1,блискучий
af,brother,t1,w1,broer
sq,brother,t1,w1,vëlla
bn,brother,t1,w1,ভাই
bg,brother,t1,w1,брат
zh-cn,brother,t1,w1,哥哥
hr,brother,t1,w1,brat
cs,brother,t1,w1,bratr
nl,brother,t1,w1,broer
et,brother,t1,w1,vend
fi,brother,t1,w1,veli
iw,brother,t1,w1,אָח
hu,brother,t1,w1,fiú
id,brother,t1,w1,saudara
lb,brother,t1,w1,brudder
lt,brother,t1,w1,brolis
mk,brother,t1,w1,брат
ms,brother,t1,w1,saudara
no,brother,t1,w1,bror
pl,brother,t1,w1,brat
pa,brother,t1,w1,ਭਰਾ
ru,brother,t1,w1,брат
sr,brother,t1,w1,брате
sw,brother,t1,w1,ndugu
sv,brother,t1,w1,bror
tl,brother,t1,w1,kapatid
te,brother,t1,w1,సోదరుడు
th,brother,t1,w1,พี่ชาย
uk,brother,t1,w1,брат
af,clever,t1,w1,slim
sq,clever,t1,w1,i
bn,clever,t1,w1,চালাক
bg,clever,t1,w1,умен
zh-cn,clever,t1,w1,聪明
hr,clever,t1,w1,pametan
cs,clever,t1,w1,chytrý
nl,clever,t1,w1,knap
et,clever,t1,w1,tark
fi,clever,t1,w1,taitava
iw,clever,t1,w1,חכם
hu,clever,t1,w1,okos
id,clever,t1,w1,pintar
lb,clever,t1,w1,clever
lt,clever,t1,w1,protingas
mk,clever,t1,w1,умен
ms,clever,t1,w1,pandai
no,clever,t1,w1,flink
pl,clever,t1,w1,sprytny
pa,clever,t1,w1,ਚਲਾਕ
ru,clever,t1,w1,умная
sr,clever,t1,w1,паметан
sw,clever,t1,w1,wajanja
sv,clever,t1,w1,duktig
tl,clever,t1,w1,matalino
te,clever,t1,w1,తెలివైన
th,clever,t1,w1,ฉลาด
uk,clever,t1,w1,розумний
af,creative,t1,w1,kreatiewe
sq,creative,t1,w1,krijues
bn,creative,t1,w1,সৃজনী
bg,creative,t1,w1,творчески
zh-cn,creative,t1,w1,创作的
hr,creative,t1,w1,kreativan
cs,creative,t1,w1,tvořivý
nl,creative,t1,w1,creatief
et,creative,t1,w1,loominguline
fi,creative,t1,w1,luova
iw,creative,t1,w1,יְצִירָתִי
hu,creative,t1,w1,kreatív
id,creative,t1,w1,kreatif
lb,creative,t1,w1,kreativ
lt,creative,t1,w1,kūrybingas
mk,creative,t1,w1,креативни
ms,creative,t1,w1,kreatif
no,creative,t1,w1,kreativ
pl,creative,t1,w1,twórczy
pa,creative,t1,w1,ਰਚਨਾਤਮਕ
ru,creative,t1,w1,творческий
sr,creative,t1,w1,креативан
sw,creative,t1,w1,ubunifu
sv,creative,t1,w1,kreativ
tl,creative,t1,w1,creative
te,creative,t1,w1,సృజనాత్మక
th,creative,t1,w1,ความคิดสร้างสรรค์
uk,creative,t1,w1,креативний
af,daughter,t1,w1,dogter
sq,daughter,t1,w1,bijë
bn,daughter,t1,w1,কন্যা
bg,daughter,t1,w1,дъщеря
zh-cn,daughter,t1,w1,女儿
hr,daughter,t1,w1,kći
cs,daughter,t1,w1,dcera
nl,daughter,t1,w1,dochter
et,daughter,t1,w1,tütar
fi,daughter,t1,w1,tytär
iw,daughter,t1,w1,בַּת
hu,daughter,t1,w1,lánya
id,daughter,t1,w1,putri
lb,daughter,t1,w1,duechter
lt,daughter,t1,w1,dukra
mk,daughter,t1,w1,ќерка
ms,daughter,t1,w1,anak
no,daughter,t1,w1,datter
pl,daughter,t1,w1,córka
pa,daughter,t1,w1,ਧੀ
ru,daughter,t1,w1,дочь
sr,daughter,t1,w1,ћерка
sw,daughter,t1,w1,binti
sv,daughter,t1,w1,dotter
tl,daughter,t1,w1,anak
te,daughter,t1,w1,కుమార్తె
th,daughter,t1,w1,ลูกสาว
uk,daughter,t1,w1,дочка
af,expressive,t1,w1,ekspressiewe
sq,expressive,t1,w1,shprehës
bn,expressive,t1,w1,ভাবপূর্ণ
bg,expressive,t1,w1,изразителен
zh-cn,expressive,t1,w1,表现的
hr,expressive,t1,w1,izražajan
cs,expressive,t1,w1,expresivní
nl,expressive,t1,w1,expressief
et,expressive,t1,w1,ekspressiivne
fi,expressive,t1,w1,ilmeikäs
iw,expressive,t1,w1,אֶקְסְפּרֶסִיבִי
hu,expressive,t1,w1,kifejező
id,expressive,t1,w1,ekspresif
lb,expressive,t1,w1,expressiver
lt,expressive,t1,w1,išraiškingas
mk,expressive,t1,w1,експресивен
ms,expressive,t1,w1,ekspresif
no,expressive,t1,w1,uttrykks
pl,expressive,t1,w1,ekspresyjny
pa,expressive,t1,w1,ਅਰਥਪੂਰਨ
ru,expressive,t1,w1,выразительный
sr,expressive,t1,w1,експресивно
sw,expressive,t1,w1,expressive
sv,expressive,t1,w1,uttrycksfull
tl,expressive,t1,w1,nagpapahayag
te,expressive,t1,w1,వ్యక్తీకరణ
th,expressive,t1,w1,ที่แสดงออก
uk,expressive,t1,w1,виразний
af,female,t1,w1,vroulike
sq,female,t1,w1,femër
bn,female,t1,w1,মহিলা
bg,female,t1,w1,женски
zh-cn,female,t1,w1,女
hr,female,t1,w1,žena
cs,female,t1,w1,ženský
nl,female,t1,w1,vrouw
et,female,t1,w1,naine
fi,female,t1,w1,nainen
iw,female,t1,w1,נְקֵבָה
hu,female,t1,w1,női
id,female,t1,w1,wanita
lb,female,t1,w1,weiblech
lt,female,t1,w1,moteris
mk,female,t1,w1,женски
ms,female,t1,w1,perempuan
no,female,t1,w1,hunn
pl,female,t1,w1,płeć
pa,female,t1,w1,ਮਾਦਾ
ru,female,t1,w1,женский
sr,female,t1,w1,зенски
sw,female,t1,w1,kike
sv,female,t1,w1,kvinna
tl,female,t1,w1,babae
te,female,t1,w1,మహిళ
th,female,t1,w1,หญิง
uk,female,t1,w1,жінка
af,genius,t1,w1,genie
sq,genius,t1,w1,gjeni
bn,genius,t1,w1,প্রতিভা
bg,genius,t1,w1,гений
zh-cn,genius,t1,w1,天才
hr,genius,t1,w1,genije
cs,genius,t1,w1,génius
nl,genius,t1,w1,genie
et,genius,t1,w1,geenius
fi,genius,t1,w1,nero
iw,genius,t1,w1,גָאוֹן
hu,genius,t1,w1,zseni
id,genius,t1,w1,jenius
lb,genius,t1,w1,genie
lt,genius,t1,w1,genijus
mk,genius,t1,w1,генијалец
ms,genius,t1,w1,genius
no,genius,t1,w1,geni
pl,genius,t1,w1,geniusz
pa,genius,t1,w1,ਪ੍ਰਤਿਭਾ
ru,genius,t1,w1,гениальность
sr,genius,t1,w1,геније
sw,genius,t1,w1,fikra
sv,genius,t1,w1,geni
tl,genius,t1,w1,henyo
te,genius,t1,w1,మేధావి
th,genius,t1,w1,อัจฉริยภาพ
uk,genius,t1,w1,геній
af,girl,t1,w1,meisie
sq,girl,t1,w1,vajze
bn,girl,t1,w1,মেয়ে
bg,girl,t1,w1,момиче
zh-cn,girl,t1,w1,女孩
hr,girl,t1,w1,djevojka
cs,girl,t1,w1,dívka
nl,girl,t1,w1,meisje
et,girl,t1,w1,tüdruk
fi,girl,t1,w1,tyttö
iw,girl,t1,w1,ילדה
hu,girl,t1,w1,lány
id,girl,t1,w1,gadis
lb,girl,t1,w1,meedchen
lt,girl,t1,w1,mergaitė
mk,girl,t1,w1,девојче
ms,girl,t1,w1,gadis
no,girl,t1,w1,pike
pl,girl,t1,w1,dziewczyna
pa,girl,t1,w1,ਕੁੜੀ
ru,girl,t1,w1,девушка
sr,girl,t1,w1,девојка
sw,girl,t1,w1,msichana
sv,girl,t1,w1,flicka
tl,girl,t1,w1,babae
te,girl,t1,w1,అమ్మాయి
th,girl,t1,w1,สาว
uk,girl,t1,w1,дівчина
